title,description,link,published,source_name,stakeholders,days_old,recency_label,matched_keywords,trend_score,trend_score_log,extracted_keywords,id,keyword_freq,rarity_score,pestle_tags,summary,approved
(Conference paper) A modernised European single market for a new reality of economic security,WP2025/38 - This paper argues that the potential of the European single market in providing economic security within a dramatically changed context has been overlooked.,https://single-market-economy.ec.europa.eu/publications/conference-paper-modernised-european-single-market-new-reality-economic-security_en,2025-05-28T09:32:43+02:00,EC DG GROW – Industry,[],153.0,Older,['security'],2.0121934931310315,1.1026685486216532,"single, paper, market, security, economic",95,1,0.5,Economic,,False
EU economic security: Confronting the dual challenge of China and the US,This paper indicates that achieving economic security in the EU requires a comprehensive approach.,https://single-market-economy.ec.europa.eu/publications/eu-economic-security-confronting-dual-challenge-china-and-us_en,2025-05-23T12:49:29+02:00,EC DG GROW – Industry,"['EU', 'China', 'US']",157.0,Older,['security'],2.010671419854212,1.102163116960405,"security, economic, dual, china, comprehensive",96,1,0.5,,,False
Complementary policy fields in action: Local policies targeted at multi-problem NEETs,"Journal of European Social Policy, Ahead of Print. Different social policies may impact on the effectiveness of one another, yet the few existing results on such complementarities largely stem from macro-level studies and little is known about the actual character of such policy complementarities. A more ...",https://journals.sagepub.com/doi/abs/10.1177/09589287251331575?ai=2b4&mi=ehikzz&af=R,2025-05-02T02:22:03+00:00,JESP – Journal RSS,['Journal of European Social Policy'],179.0,Older,['social'],2.005125539526133,1.100319343995118,"complementarities, policies, policy, actual, different",97,1,0.5,Political,,False
(Conference Paper) Economic Benefits from Deep Integration: 20 years after the 2004 EU Enlargement,This paper looks at economic benefits from deep integration in the context of EU enlargement.,https://single-market-economy.ec.europa.eu/publications/conference-paper-economic-benefits-deep-integration-20-years-after-2004-eu-enlargement_en,2025-04-11T16:51:06+02:00,EC DG GROW – Industry,['EU'],199.0,Older,['benefits'],2.0026315397369947,1.0994890840829745,"deep, enlargement, integration, benefits, paper",98,1,0.5,,,False
Mapping the impact of industrial decline on European regions,"The paper analyses six key manufacturing sectors, as well as construction, finding that all suffer from ‘strained health’ and/or face significant downside risks. It then analyses which European regions would suffer most from a protracted decline in terms of employment security.",https://single-market-economy.ec.europa.eu/publications/mapping-impact-industrial-decline-european-regions_en,2025-03-28T11:01:55+01:00,EC DG GROW – Industry,[],213.0,Older,"['employment', 'security']",2.001650209846532,1.099162207383936,"suffer, analyses, decline, regions, finding",99,2,0.3333333333333333,"Economic, Technological",,False
"The value of responsibility, certainty, and child rights for supporting state intervention in the family – An empirical study of populations in six european countries","Journal of European Social Policy, Volume 35, Issue 4, Page 315-331, October 2025. This article examines the role individuals’ basic values about responsibility, uncertainty and child rights, have on willingness to accept state intervention in a family in a potential child protection situation. A key area within social sciences is how ...",https://journals.sagepub.com/doi/abs/10.1177/09589287241311148?ai=2b4&mi=ehikzz&af=R,2025-01-04T02:29:13+00:00,JESP – Journal RSS,['Journal of European Social Policy'],297.0,Older,['social'],2.0001003493641125,1.0986457378967156,"child, intervention, family, responsibility, rights",100,1,0.5,"Political, Technological, Legal",,False
"Employment, Social Policy, Health and Consumer Affairs Council (Health)","Health ministers discussed smoke- and aerosol-free environments, the pharmaceutical package, cardiovascular health, organ donation and transplantation, and the European Health Union.",https://www.consilium.europa.eu/en/meetings/epsco/2024/12/03/,2024-12-03T00:00:00+01:00,Consilium – EPSCO Meetings,"['Social Policy, Health and Consumer Affairs Council (Health', 'the European Health Union']",329.0,Older,"['employment', 'social']",2.000034535613669,1.0986238004730715,"health, pharmaceutical, package, discussed, union",101,2,0.3333333333333333,"Political, Economic, Technological",,False
Heterogeneous effects of monetary tightening in response to energy price shocks,"This article analyses how monetary policy shapes the aggregate and distributional effects of an energy price shock. Based on the observed heterogeneity in consumption exposures to energy and household wealth, we build a quantitative small open-economy Heterogeneous Agent New Keynesian (HANK) model that matches salient features of the euro area data. The model incorporates energy as both a consumption good for households with non-homothetic preferences as well as a factor input into production with input complementarities. Independently of policy, energy price shocks always reduce aggregate consumption. Households with little wealth are more adversely affected through both a decline in labour income as well as negative direct price effects. Active policy responses raising rates in response to inflation amplify aggregate outcomes through a reduction in aggregate demand, but speed up the recovery by enabling households to rebuild wealth through higher returns on savings. However, low-wealth households are also adversely affected by having less savings from which to rebuild wealth and instead lose out due to further declining labour income.",https://www.ecb.europa.eu//press/research-publications/resbull/2024/html/ecb.rb241023~57265f3bf5.en.html,2024-10-23T08:00:00+02:00,ECB – Research Bulletin,['New Keynesian'],370.0,Older,['labour'],2.00000880504106,1.098615223677489,"wealth, energy, aggregate, households, price",102,1,0.5,"Political, Economic, Technological, Environmental",,False
"Informal meeting of employment, social policy and health ministers",,https://www.consilium.europa.eu/en/meetings/epsco/2024/10/09-10/,2024-10-09T12:00:00+02:00,Consilium – EPSCO Meetings,[],383.0,Older,"['employment', 'social']",2.0000057086985437,1.0986141915658136,"informal, meeting, health, ministers, employment",103,2,0.3333333333333333,"Political, Economic",,False
"Employment, Social Policy, Health and Consumer Affairs Council (Health)","In Luxembourg today, EU health ministers approved conclusions on the future of the European Health Union and discussed the state of play of the pharmaceutical package. They also adopted a recommendation on vaccine-preventable cancers as part of Europe's Beating Cancer Plan.",https://www.consilium.europa.eu/en/meetings/epsco/2024/06/21/,2024-06-21T00:00:00+02:00,Consilium – EPSCO Meetings,"['Social Policy, Health and Consumer Affairs Council (Health', 'Luxembourg', 'EU', 'the European Health Union']",494.0,Older,"['employment', 'social']",2.0000001411391595,1.098612335714495,"health, cancer, vaccine, pharmaceutical, today",104,2,0.3333333333333333,"Political, Economic, Technological",,False
"Employment, Social Policy, Health and Consumer Affairs Council","During the first ever EPSCO Council devoted to equality, ministers approved conclusions on the economic empowerment and financial independence of women. They also discussed representation of women in public life and the state of play of the Equal Treatment Directive.",https://www.consilium.europa.eu/en/meetings/epsco/2024/05/07/,2024-05-07T00:00:00+02:00,Consilium – EPSCO Meetings,"['Social Policy, Health and Consumer Affairs Council', 'EPSCO Council', 'the Equal Treatment Directive']",539.0,Older,"['employment', 'social']",2.0000000314924034,1.0986122991655773,"women, epsco, independence, treatment, equality",105,2,0.3333333333333333,"Political, Economic, Technological, Legal",,False
"Employment, Social Policy, Health and Consumer Affairs Council (Health)","EU ministers for health met in Brussels to discuss open strategic autonomy from a health perspective and they approved conclusions on mental health. The Spanish presidency also updated health ministers on ongoing legislative files and their state of play, such as the regulation on EMA fees, the European Health Data Space regulation, the regulation on substances of human origin and the pharmaceutical package.",https://www.consilium.europa.eu/en/meetings/epsco/2023/11/30/,2023-11-30T00:00:00+01:00,Consilium – EPSCO Meetings,"['Social Policy, Health and Consumer Affairs Council (Health', 'EU', 'Brussels', 'EMA', 'the European Health Data Space']",698.0,Older,"['employment', 'social']",2.0000000001571974,1.0986122887205088,"health, regulation, autonomy, human, open",106,2,0.3333333333333333,"Political, Economic, Technological",,False
Economic and Financial Affairs Council,"Ministers discussed the ‘VAT in the digital age’ package, the retail investment package, and the proposed reform of the economic governance framework. The Council adopted an implementing decision approving an amended recovery and resilience plan of Estonia. Taking work forward on the European Semester, the Council approved its recommendations on the 2023 national reform programmes and delivered its opinions on the updated stability or convergence programmes.",https://www.consilium.europa.eu/en/meetings/ecofin/2023/06/16/,2023-06-16T00:00:00+02:00,Consilium – ECOFIN Meetings,"['Economic and Financial Affairs Council', 'Council', 'Estonia', 'the European Semester']",865.0,Older,['reform'],2.000000000000601,1.09861228866831,"programmes, package, reform, stability, vat",107,1,0.5,"Political, Technological",,False
"Employment, Social Policy, Health and Consumer Affairs Council",EU health ministers met in Luxembourg where they adopted a recommendation on antimicrobial resistance and agreed on a general approach on the fee system for the European Medicines Agency. They also discussed ways to strengthen the pharmaceutical ecosystem and took stock of progress on other legislative files.,https://www.consilium.europa.eu/en/meetings/epsco/2023/06/12-13/,2023-06-12T00:00:00+02:00,Consilium – EPSCO Meetings,"['Social Policy, Health and Consumer Affairs Council', 'EU', 'Luxembourg', 'the European Medicines Agency']",869.0,Older,"['employment', 'social']",2.000000000000526,1.098612288668285,"ecosystem, health, files, general, strengthen",108,2,0.3333333333333333,"Political, Economic, Technological",,False
Informal meeting of employment and social affairs ministers,Each Council presidency organises informal meetings of ministers to discuss initiatives related to a particular topic or Council configuration.,https://www.consilium.europa.eu/en/meetings/epsco/2023/05/03-04/,2023-05-03T00:00:00+02:00,Consilium – EPSCO Meetings,['Council'],909.0,Older,"['employment', 'social']",2.0000000000001386,1.098612288668156,"informal, initiatives, particular, topic, ministers",109,2,0.3333333333333333,"Economic, Technological",,False
"Employment, Social Policy, Health and Consumer Affairs Council (Health)",The Council - at its meeting of EU health ministers - adopted a new recommendation on cancer screening and discussed COVID-19 vaccine procurement.,https://www.consilium.europa.eu/en/meetings/epsco/2022/12/09/,2022-12-09T00:00:00+01:00,Consilium – EPSCO Meetings,"['Social Policy, Health and Consumer Affairs Council (Health', 'Council', 'EU']",1054.0,Older,"['employment', 'social']",2.000000000000001,1.09861228866811,"health, cancer, procurement, vaccine, covid",110,2,0.3333333333333333,"Political, Economic, Technological",,False
Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/10/wp-on-social-questions-sqwp-(359080)/,2025-10-28T00:00:00+00:00,Consilium – EPSCO Working Party,['Sqwp'],0.0,Recent (≤ 7 days),['social'],2.0,1.0986122886681098,"sqwp, wp, questions, social",111,1,0.5,,,False
Att. & Exp. Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/11/att-exp-wp-on-social-questions-sqwp-(359878)/,2025-11-20T00:00:00+00:00,Consilium – EPSCO Working Party,"['Att', 'Sqwp']",0.0,Upcoming (future),['social'],2.0,1.0986122886681098,"att, sqwp, wp, questions, social",112,1,0.5,,,False
Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/12/wp-on-social-questions-sqwp-(360615)/,2025-12-09T00:00:00+00:00,Consilium – EPSCO Working Party,['Sqwp'],0.0,Upcoming (future),['social'],2.0,1.0986122886681098,"sqwp, wp, questions, social",113,1,0.5,,,False
Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/12/wp-on-social-questions-sqwp-(360331)/,2025-12-04T00:00:00+00:00,Consilium – EPSCO Working Party,['Sqwp'],0.0,Upcoming (future),['social'],2.0,1.0986122886681098,"sqwp, wp, questions, social",114,1,0.5,,,False
Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/11/wp-on-social-questions-sqwp-(359891)/,2025-11-21T00:00:00+00:00,Consilium – EPSCO Working Party,['Sqwp'],0.0,Upcoming (future),['social'],2.0,1.0986122886681098,"sqwp, wp, questions, social",115,1,0.5,,,False
Employment and Social Protection Indicators for the UNECE Region1,No abstract available,https://api.elsevier.com/content/abstract/scopus_id/85146103364,2017-01-01T00:00:00,Scopus – Elsevier,"['Employment and Social Protection Indicators', 'UNECE']",10000.0,Unknown,"['employment', 'social']",2.0,1.0986122886681098,"indicators, protection, abstract, available, employment",116,2,0.3333333333333333,"Economic, Technological",,False
Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/11/wp-on-social-questions-sqwp-(359576)/,2025-11-11T00:00:00+00:00,Consilium – EPSCO Working Party,['Sqwp'],0.0,Upcoming (future),['social'],2.0,1.0986122886681098,"sqwp, wp, questions, social",117,1,0.5,,,False
"Informal meeting of ministers for work, employment and social affairs",,https://www.consilium.europa.eu/en/meetings/epsco/2022/02/14-15/,2022-02-14T10:00:00+01:00,Consilium – EPSCO Meetings,[],1352.0,Older,"['employment', 'social']",2.0,1.0986122886681098,"informal, meeting, work, affairs, ministers",118,2,0.3333333333333333,"Economic, Technological",,False
"Employment segmentation, occupational mobility and formalising informality in mena countries: The scope and impact of policies",No abstract available,https://api.elsevier.com/content/abstract/scopus_id/85201176758,2024-08-30T00:00:00,Scopus – Elsevier,[],10000.0,Unknown,"['employment', 'mobility']",2.0,1.0986122886681098,"segmentation, countries, mobility, impact, policies",119,2,0.3333333333333333,"Economic, Technological",,False
Japan’s New Prime Minister Has an Advantage in Winning Over Trump,"As Sanae Takaichi seeks reassurance from President Trump on trade and security, she will likely play up her ties to Shinzo Abe, a mutual friend.",https://www.nytimes.com/2025/10/26/world/asia/japan-trump-takaichi.html,2025-10-27T11:53:00+00:00,NYT – World,"['Japan', 'Trump', 'Shinzo Abe']",0.0,Recent (≤ 7 days),['security'],2.0,1.0986122886681098,"trump, seeks, shinzo, takaichi, mutual",120,1,0.5,"Economic, Technological",,False
ICE Detains British Media Commentator Sami Hamdi,"Sami Hamdi, who often speaks against Israel, was in the United States on a speaking tour. The Department of Homeland Security said his visa had been revoked.",https://www.nytimes.com/2025/10/27/us/sami-hamdi-detained-ice.html,2025-10-27T13:59:49+00:00,NYT – World,"['Sami Hamdi', 'Israel', 'the United States', 'The Department of Homeland Security']",0.0,Recent (≤ 7 days),['security'],2.0,1.0986122886681098,"hamdi, sami, british, department, israel",121,1,0.5,Technological,,False
Britain Needs China’s Money. It Fears What Comes With It.,"A botched spying case prompted accusations that the British government was soft on China, highlighting tensions between economic and national security interests.",https://www.nytimes.com/2025/10/27/world/europe/britain-china-national-security-economy.html,2025-10-27T14:52:35+00:00,NYT – World,"['Britain', 'China']",0.0,Recent (≤ 7 days),['security'],2.0,1.0986122886681098,"china, tensions, british, comes, interests",122,1,0.5,"Political, Technological",,False
White House Withdraws Nominee for Top State Department Job,Joel Rayburn had been questioned over ties to a former Trump administration official who admitted to defying the president’s push to withdraw troops from Syria during his first term.,https://www.nytimes.com/2025/10/27/us/politics/trump-middle-east-state-department-nominee-rayburn.html,2025-10-27T23:59:26+00:00,NYT – US,"['White House', 'Joel Rayburn', 'Trump', 'Syria']",0.0,Recent (≤ 7 days),['job'],2.0,1.0986122886681098,"department, official, ties, president, administration",123,1,0.5,,,False
Behind the Dismantling of the C.D.C.: Reform or ‘Humiliation’?,"The agency has lost a third of its work force this year. The Trump administration maintains that the losses are necessary, but critics say that there is no real plan, only animosity.",https://www.nytimes.com/2025/10/27/health/cdc-kennedy.html,2025-10-27T18:00:10+00:00,NYT – Politics,"['the Dismantling of the C.D.C.: Reform', 'Trump']",0.0,Recent (≤ 7 days),['reform'],2.0,1.0986122886681098,"lost, losses, say, administration, agency",124,1,0.5,"Political, Technological",,False
Navigating labor-market transitions: an eco-social policy toolbox for public employment services,No abstract available,https://api.elsevier.com/content/abstract/scopus_id/85201269288,2024-01-01T00:00:00,Scopus – Elsevier,[],10000.0,Unknown,"['employment', 'social']",2.0,1.0986122886681098,"labor, services, public, abstract, available",125,2,0.3333333333333333,"Political, Economic, Technological",,False
ICT security measures taken by vast majority of enterprises in the EU,"In 2019, 93% of EU enterprises with 10 or more persons employed used at least one ICT security measure, control or procedure in order to ensure integrity, authenticity, availability and confidentiality of data and ICT systems. One in three enterprises (34%) reported having documents on measures, ...",https://ec.europa.eu/eurostat/product?code=9-13012020-bp,2020-01-13T10:00:00+00:00,Eurostat – R&D,"['ICT', 'EU']",2114.0,Older,['security'],2.0,1.0986122886681098,"enterprises, ict, measures, security, vast",126,1,0.5,Technological,,False
Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/11/wp-on-social-questions-sqwp-(359404)/,2025-11-06T00:00:00+00:00,Consilium – EPSCO Working Party,['Sqwp'],0.0,Upcoming (future),['social'],2.0,1.0986122886681098,"sqwp, wp, questions, social",127,1,0.5,,,False
More than 8 million ICT specialists employed in the EU in 2016,"In the European Union (EU), 8.2 million persons were employed in 2016 as Information and Communication Technologies (ICT) specialists, representing 3.7% of total employment. Over recent years, both the number and the share of ICT specialists in total employment have continuously risen to better a...",https://ec.europa.eu/eurostat/product?code=9-18072017-ap,2017-07-18T09:00:00+00:00,Eurostat – R&D,"['ICT', 'EU', 'the European Union', 'Information and Communication Technologies']",3024.0,Older,['employment'],2.0,1.0986122886681098,"specialists, ict, million, total, 2016",128,1,0.5,Economic,,False
The disembedded digital economy: Social protection for new economy employment in China,No abstract available,https://api.elsevier.com/content/abstract/scopus_id/85083593539,2020-12-01T00:00:00,Scopus – Elsevier,['China'],10000.0,Unknown,"['employment', 'social']",2.0,1.0986122886681098,"economy, china, digital, new, protection",129,2,0.3333333333333333,"Economic, Technological",,False
Informal meeting of employment and social affairs ministers,,https://www.consilium.europa.eu/en/meetings/epsco/2022/10/12-13/,2022-10-12T00:00:00+02:00,Consilium – EPSCO Meetings,[],1112.0,Older,"['employment', 'social']",2.0,1.0986122886681098,"informal, meeting, affairs, ministers, employment",130,2,0.3333333333333333,"Economic, Technological",,False
"Employment, Social Policy, Health and Consumer Affairs Council (Health)",Ministers held two policy debates – about the European Health Data Space (EHDS) and the revision of the EU’s global health strategy.,https://www.consilium.europa.eu/en/meetings/epsco/2022/06/14/,2022-06-14T00:00:00+02:00,Consilium – EPSCO Meetings,"['Social Policy, Health and Consumer Affairs Council (Health', 'the European Health Data Space (EHDS', 'EU']",1232.0,Older,"['employment', 'social']",2.0,1.0986122886681098,"health, revision, space, debates, global",131,2,0.3333333333333333,"Political, Economic, Technological",,False
"Employment, Social Policy, Health and Consumer Affairs Council (Health)","Health ministers exchanged views on the next challenges for the EU’s strategy on COVID-19 vaccine solidarity, and the medical and humanitarian situation in Ukraine.",https://www.consilium.europa.eu/en/meetings/epsco/2022/03/29/,2022-03-29T00:00:00+02:00,Consilium – EPSCO Meetings,"['Social Policy, Health and Consumer Affairs Council (Health', 'EU', 'COVID-19', 'Ukraine']",1309.0,Older,"['employment', 'social']",2.0,1.0986122886681098,"health, solidarity, medical, vaccine, situation",132,2,0.3333333333333333,"Political, Economic, Technological",,False
Informal video conference of education ministers,"Education ministers met on 19 February 2021 through videoconference to discuss how to best address persisting challenges in equal access, inclusion and educational success for all in education and training.",https://www.consilium.europa.eu/en/meetings/eycs/2021/02/19/,2021-02-19T00:00:00+01:00,Consilium – EYCS Meetings,[],1712.0,Older,"['training', 'inclusion']",2.0,1.0986122886681098,"education, persisting, videoconference, address, best",133,2,0.3333333333333333,"Social, Technological",,False
"Employment, Social Policy, Health and Consumer Affairs Council",Ministers exchanged views on current and future responses to the COVID-19 pandemic and approved conclusions on strengthening the European Health Union.,https://www.consilium.europa.eu/en/meetings/epsco/2021/12/06-07/,2021-12-06T00:00:00+01:00,Consilium – EPSCO Meetings,"['Social Policy, Health and Consumer Affairs Council', 'COVID-19', 'the European Health Union']",1422.0,Older,"['employment', 'social']",2.0,1.0986122886681098,"current, pandemic, strengthening, health, responses",134,2,0.3333333333333333,"Political, Economic, Technological",,False
Informal meeting of employment and social affairs ministers,,https://www.consilium.europa.eu/en/meetings/epsco/2021/07/08-09/,2021-07-08T00:00:00+02:00,Consilium – EPSCO Meetings,[],1573.0,Older,"['employment', 'social']",2.0,1.0986122886681098,"informal, meeting, affairs, ministers, employment",135,2,0.3333333333333333,"Economic, Technological",,False
"Presidency event: Informal meeting of employment, social policy, health and consumer affairs ministers",,https://www.consilium.europa.eu/en/meetings/epsco/2021/02/22/,2021-02-22T00:00:00+01:00,Consilium – EPSCO Meetings,[],1709.0,Older,"['employment', 'social']",2.0,1.0986122886681098,"presidency, informal, meeting, consumer, health",136,2,0.3333333333333333,"Political, Economic, Technological",,False
"Informal meeting of employment, social affairs ministers",,https://www.consilium.europa.eu/en/meetings/epsco/2020/07/17/,2020-07-17T00:00:00+02:00,Consilium – EPSCO Meetings,[],1929.0,Older,"['employment', 'social']",2.0,1.0986122886681098,"informal, meeting, affairs, ministers, employment",137,2,0.3333333333333333,"Economic, Technological",,False
"Education, Youth, Culture and Sport Council","Ministers for culture and media and ministers for sport discussed the European response to the war in Ukraine in their respective policy areas. They also approved conclusions on reinforcing intercultural exchanges through the mobility of artists and multilingualism, on a European strategy for the cultural and creative industries ecosystem, and on sport and physical activity as a lever to transform behaviour for sustainable development.
Ministers took stock of the preparedness of EU education systems to respond to crises such as the pandemic or the war in Ukraine. The Council also adopted recommendations on building bridges for effective European higher education cooperation and on the mobility of young volunteers across the European Union.",https://www.consilium.europa.eu/en/meetings/eycs/2022/04/04-05/,2022-04-04T00:00:00+02:00,Consilium – EYCS Meetings,"['Youth', 'Culture and Sport Council', 'Ukraine', 'EU', 'Council', 'the European Union']",1303.0,Older,['mobility'],2.0,1.0986122886681098,"war, sport, education, mobility, ukraine",138,1,0.5,"Political, Social, Technological",,False
Att. Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/11/att-wp-on-social-questions-sqwp-(361279)/,2025-11-06T00:00:00+00:00,Consilium – EPSCO Working Party,"['Att', 'Sqwp']",0.0,Upcoming (future),['social'],2.0,1.0986122886681098,"att, sqwp, wp, questions, social",139,1,0.5,,,False
Gender disparities in earnings mobility: the role of employment protection legislation during reproductive years in Europe,No abstract available,https://api.elsevier.com/content/abstract/scopus_id/105002584306,2025-01-01T00:00:00,Scopus – Elsevier,[],10000.0,Unknown,"['employment', 'mobility']",2.0,1.0986122886681098,"reproductive, gender, legislation, years, mobility",140,2,0.3333333333333333,"Economic, Social, Technological",,False
Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/10/wp-on-social-questions-sqwp-(359112)/,2025-10-30T00:00:00+00:00,Consilium – EPSCO Working Party,['Sqwp'],0.0,Upcoming (future),['social'],2.0,1.0986122886681098,"sqwp, wp, questions, social",141,1,0.5,,,False
"Reducing Vulnerable Employment: Is there a Role for Reproductive Health, Social Protection, and Labor Market Policy?",No abstract available,https://api.elsevier.com/content/abstract/scopus_id/85075255183,2020-01-02T00:00:00,Scopus – Elsevier,[],10000.0,Unknown,"['employment', 'social']",2.0,1.0986122886681098,"reducing, vulnerable, reproductive, labor, role",142,2,0.3333333333333333,"Political, Economic, Technological",,False
"Education, Youth, Culture and Sport Council, 12/12/2014",The Council adopted conclusions on entrepreneurship in education and training and held a debate on the key role of education and training for economic growth.,https://www.consilium.europa.eu/en/meetings/eycs/2014/12/12/,2014-12-12T00:00:00+01:00,Consilium – EYCS Meetings,"['Youth', 'Culture and Sport Council', 'Council']",3973.0,Older,['training'],2.0,1.0986122886681098,"12, education, training, 2014, key",143,1,0.5,"Social, Technological",,False
"Setting it right: Employment protection, labour reallocation and productivity",No abstract available,https://api.elsevier.com/content/abstract/scopus_id/84860578947,2012-06-01T00:00:00,Scopus – Elsevier,[],10000.0,Unknown,"['labour', 'employment']",2.0,1.0986122886681098,"setting, right, protection, abstract, available",144,2,0.3333333333333333,"Economic, Technological",,False
"Education, Youth, Culture and Sport Council","Ministers met in Brussels to discuss equity and inclusion in education and training, the European Universities initiative and participation of young people in decision-making processes. They also held public debates on evolving scenarios for the transformation of EU higher education and a rights-based approach to youth policies. They adopted conclusions on the recovery and resilience of the cultural sector, Europe's media in the digital decade and sport innovation.",https://www.consilium.europa.eu/en/meetings/eycs/2021/05/17-18/,2021-05-17T00:00:00+02:00,Consilium – EYCS Meetings,"['Youth', 'Culture and Sport Council', 'Brussels', 'EU']",1625.0,Older,"['training', 'inclusion']",2.0,1.0986122886681098,"education, sport, youth, universities, decade",145,2,0.3333333333333333,"Social, Technological, Legal",,False
"Education, Youth, Culture and Sport Council, 22-23/05/2019","The Council adopted conclusions on young people and the future of work, on young creative generations, on improving the cross-border circulation of European audiovisual works and on access to sport for persons with disabilities. The Council also adopted recommendations on a comprehensive approach to the teaching and learning of languages and on high quality early childhood education and care systems. Ministers held debates on young people and democracy in the EU, on the contribution of education and training to strengthening social cohesion, on tackling disinformation and on increasing the participation of children and young people in sport.",https://www.consilium.europa.eu/en/meetings/eycs/2019/05/22-23/,2019-05-22T00:00:00+02:00,Consilium – EYCS Meetings,"['Youth', 'Culture and Sport Council', 'Council', 'EU']",2351.0,Older,"['training', 'social']",2.0,1.0986122886681098,"young, people, sport, education, adopted",146,2,0.3333333333333333,"Social, Technological",,False
Reflexive regulation of employment conditions: A good way to reconcile economic efficiency with social protection?,No abstract available,https://api.elsevier.com/content/abstract/scopus_id/84958035001,2014-01-01T00:00:00,Scopus – Elsevier,[],10000.0,Unknown,"['employment', 'social']",2.0,1.0986122886681098,"reflexive, way, good, conditions, regulation",147,2,0.3333333333333333,"Political, Economic, Technological",,False
Video conference of ministers of education,"Ministers responsible for education held an informal meeting, via video conference, on the implications of COVID-19 on education and training. They  reflected on the lessons learnt from the crisis and on whether some emergency solutions could be mainstreamed to support quality and inclusive education also beyond COVID-19. Ministers shared their views on the challenges they are facing in preparing for the next school/academic year, including the measures they are planning to take to ensure a safe reopening of schools and training institutions.",https://www.consilium.europa.eu/en/meetings/eycs/2020/06/23/,2020-06-23T00:00:00+02:00,Consilium – EYCS Meetings,['COVID-19'],1953.0,Older,['training'],2.0,1.0986122886681098,"education, covid, 19, video, conference",148,1,0.5,"Social, Technological",,False
ST 14487 2025 INIT,"Management Board of the European Centre for the Development of Vocational Training (Cedefop) Appointment of Mr Nils KLAGGE, alternate member for Germany, in place of Mr Erik HESS, who has resigned",https://data.consilium.europa.eu/doc/document/ST-14487-2025-INIT/en/pdf,2025-10-27T00:00:00+01:00,Consilium – Public Register LD,"['ST', 'INIT', 'Management Board', 'the European Centre', 'the Development of Vocational Training (', 'Nils KLAGGE', 'Germany', 'Erik HESS']",1.0,Recent (≤ 7 days),['training'],1.967216100482006,1.0876241733318004,"mr, alternate, resigned, appointment, germany",149,1,0.5,Technological,,False
ST 13610 2025 INIT,Regulation (EC) No 300/2008 of the European Parliament and of the Council of 11 March 2008 on common rules in the field of civil aviation security and repealing Regulation (EC) No 2320/2002,https://data.consilium.europa.eu/doc/document/ST-13610-2025-INIT/en/pdf,2025-10-27T00:00:00+01:00,Consilium – Public Register LD,"['INIT', 'EC', 'the European Parliament', 'the Council of 11 March 2008']",1.0,Recent (≤ 7 days),['security'],1.967216100482006,1.0876241733318004,"2008, ec, regulation, 300, aviation",150,1,0.5,Political,,False
ST 14481 2025 INIT,"Management Board of the European Centre for the Development of Vocational Training (Cedefop) Appointment of Ms Claire ARISTON, member for France, in place of Ms Nadine NERGUISIAN, who has resigned",https://data.consilium.europa.eu/doc/document/ST-14481-2025-INIT/en/pdf,2025-10-27T00:00:00+01:00,Consilium – Public Register LD,"['ST', 'INIT', 'Management Board', 'the European Centre', 'the Development of Vocational Training (', 'France', 'Ms Nadine NERGUISIAN']",1.0,Recent (≤ 7 days),['training'],1.967216100482006,1.0876241733318004,"ms, resigned, france, appointment, place",151,1,0.5,Technological,,False
ST 14483 2025 INIT,COUNCIL DECISION replacing a member of the Management Board of the European Centre for the Development of Vocational Training (Cedefop) for France,https://data.consilium.europa.eu/doc/document/ST-14483-2025-INIT/en/pdf,2025-10-27T00:00:00+01:00,Consilium – Public Register LD,"['INIT', 'the Management Board of the European Centre for', 'the Development of Vocational Training (', 'Cedefop', 'France']",1.0,Recent (≤ 7 days),['training'],1.967216100482006,1.0876241733318004,"replacing, france, board, cedefop, centre",152,1,0.5,Technological,,False
ST 14485 2025 INIT,"Management Board of the European Centre for the Development of Vocational Training (Cedefop) Appointment of Mr Oliver DIEHL, member for Germany, in place of Mr Peter THIELE, who has resigned",https://data.consilium.europa.eu/doc/document/ST-14485-2025-INIT/en/pdf,2025-10-27T00:00:00+01:00,Consilium – Public Register LD,"['ST', 'INIT', 'Management Board', 'the European Centre', 'the Development of Vocational Training (', 'Oliver DIEHL', 'Germany', 'Peter THIELE']",1.0,Recent (≤ 7 days),['training'],1.967216100482006,1.0876241733318004,"mr, peter, resigned, appointment, germany",153,1,0.5,Technological,,False
